funder;fos;university;year;funding
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Medizinische Universität Graz;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Medizinische Universität Graz;2016;10
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Medizinische Universität Innsbruck;2018;9203
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Medizinische Universität Innsbruck;2017;5016
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Medizinische Universität Innsbruck;2016;1907
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität Salzburg;2018;53500
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität Salzburg;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität Salzburg;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität für Bodenkultur Wien;2018;2973
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität für Bodenkultur Wien;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität für Bodenkultur Wien;2016;908
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Wirtschaftsuniversität Wien;2018;13670
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Wirtschaftsuniversität Wien;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Wirtschaftsuniversität Wien;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität Klagenfurt;2018;0
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität Klagenfurt;2017;9333
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität Klagenfurt;2016;27471
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität für Musik und darstellende Kunst Graz;2018;750
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität für Musik und darstellende Kunst Graz;2017;750
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität für Musik und darstellende Kunst Graz;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität für Weiterbildung Krems;2018;14432
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität für Weiterbildung Krems;2017;4300
Länder (inkl. deren Stiftungen und Einrichtungen);Psychologie;Universität für Weiterbildung Krems;2016;3500
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Wien;2018;167
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Wien;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Wien;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Graz;2018;68645
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Graz;2017;38882
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Graz;2016;187400
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Innsbruck;2018;74325
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Innsbruck;2017;282834
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Innsbruck;2016;40540
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Salzburg;2018;34167
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Salzburg;2017;46990
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Salzburg;2016;8083
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Technische Universität Wien;2018;13807
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Technische Universität Wien;2017;10529
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Technische Universität Wien;2016;20002
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Technische Universität Graz;2018;29
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Technische Universität Graz;2017;494
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Technische Universität Graz;2016;4725
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Montanuniversität Leoben;2018;0
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Montanuniversität Leoben;2017;1199
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Montanuniversität Leoben;2016;899
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität für Bodenkultur Wien;2018;10815
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität für Bodenkultur Wien;2017;14718
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität für Bodenkultur Wien;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Wirtschaftsuniversität Wien;2018;1828
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Wirtschaftsuniversität Wien;2017;20379
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Wirtschaftsuniversität Wien;2016;27300
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Linz;2018;27400
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Linz;2017;102245
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Linz;2016;87680
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Klagenfurt;2018;0
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Klagenfurt;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Rechtswissenschaften;Universität Klagenfurt;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Schauspiel;Universität für Musik und darstellende Kunst Wien;2018;4320
Länder (inkl. deren Stiftungen und Einrichtungen);Schauspiel;Universität für Musik und darstellende Kunst Wien;2017;4320
Länder (inkl. deren Stiftungen und Einrichtungen);Schauspiel;Universität für Musik und darstellende Kunst Wien;2016;4748
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Wien;2018;820932
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Wien;2017;183126
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Wien;2016;246945
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Graz;2018;48890
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Graz;2017;107434
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Graz;2016;98549
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Innsbruck;2018;20276
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Innsbruck;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Innsbruck;2016;44
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Medizinische Universität Graz;2018;0
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Medizinische Universität Graz;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Medizinische Universität Graz;2016;6617
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Salzburg;2018;6000
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Salzburg;2017;18078
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Salzburg;2016;54879
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Technische Universität Wien;2018;15324
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Technische Universität Wien;2017;18140
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Technische Universität Wien;2016;18176
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Technische Universität Graz;2018;0
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Technische Universität Graz;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Technische Universität Graz;2016;414
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität für Bodenkultur Wien;2018;8679
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität für Bodenkultur Wien;2017;23269
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität für Bodenkultur Wien;2016;8520
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Wirtschaftsuniversität Wien;2018;18694
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Wirtschaftsuniversität Wien;2017;9899
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Wirtschaftsuniversität Wien;2016;9172
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Linz;2018;0
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Linz;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Linz;2016;12800
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Klagenfurt;2018;4744
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Klagenfurt;2017;25079
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität Klagenfurt;2016;5245
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität für Musik und darstellende Kunst Wien;2018;2880
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität für Musik und darstellende Kunst Wien;2017;2880
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität für Musik und darstellende Kunst Wien;2016;3165
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität für Musik und darstellende Kunst Graz;2018;5667
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität für Musik und darstellende Kunst Graz;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität für Musik und darstellende Kunst Graz;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität für Weiterbildung Krems;2018;24910
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität für Weiterbildung Krems;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Soziologie;Universität für Weiterbildung Krems;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Wien;2018;92922
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Wien;2017;92660
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Wien;2016;80231
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Graz;2018;163745
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Graz;2017;23183
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Graz;2016;72766
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Innsbruck;2018;321640
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Innsbruck;2017;638485
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Innsbruck;2016;414537
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Salzburg;2018;51600
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Salzburg;2017;143645
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Salzburg;2016;110116
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Technische Universität Graz;2018;0
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Technische Universität Graz;2017;77
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Technische Universität Graz;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Klagenfurt;2018;81647
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Klagenfurt;2017;38351
Länder (inkl. deren Stiftungen und Einrichtungen);Sprach- und Literaturwissenschaften;Universität Klagenfurt;2016;124789
Länder (inkl. deren Stiftungen und Einrichtungen);Theaterregie / Musiktheaterregie;Universität für Musik und darstellende Kunst Wien;2018;3360
Länder (inkl. deren Stiftungen und Einrichtungen);Theaterregie / Musiktheaterregie;Universität für Musik und darstellende Kunst Wien;2017;3360
Länder (inkl. deren Stiftungen und Einrichtungen);Theaterregie / Musiktheaterregie;Universität für Musik und darstellende Kunst Wien;2016;3693
Länder (inkl. deren Stiftungen und Einrichtungen);Tierzucht, Tierproduktion;Universität für Bodenkultur Wien;2018;53421
Länder (inkl. deren Stiftungen und Einrichtungen);Tierzucht, Tierproduktion;Universität für Bodenkultur Wien;2017;38998
Länder (inkl. deren Stiftungen und Einrichtungen);Tierzucht, Tierproduktion;Universität für Bodenkultur Wien;2016;56964
Länder (inkl. deren Stiftungen und Einrichtungen);Transdisziplinäre Kunst;Universität für Musik und darstellende Kunst Wien;2018;2880
Länder (inkl. deren Stiftungen und Einrichtungen);Transdisziplinäre Kunst;Universität für Musik und darstellende Kunst Wien;2017;2880
Länder (inkl. deren Stiftungen und Einrichtungen);Transdisziplinäre Kunst;Universität für Musik und darstellende Kunst Wien;2016;3165
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltbiotechnologie;Universität für Bodenkultur Wien;2018;51799
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltbiotechnologie;Universität für Bodenkultur Wien;2017;15867
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltbiotechnologie;Universität für Bodenkultur Wien;2016;36670
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Wien;2018;10574
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Wien;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Wien;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Innsbruck;2018;28211
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Innsbruck;2017;-1952
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Innsbruck;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Wien;2018;131383
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Wien;2017;32851
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Wien;2016;4440
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Graz;2018;23038
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Graz;2017;133
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Graz;2016;30625
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Montanuniversität Leoben;2018;2633517
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Montanuniversität Leoben;2017;10793
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Montanuniversität Leoben;2016;84315
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Bodenkultur Wien;2018;174620
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Bodenkultur Wien;2017;121890
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Bodenkultur Wien;2016;104639
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Klagenfurt;2018;17544
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Klagenfurt;2017;38369
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Klagenfurt;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Weiterbildung Krems;2018;9838
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Weiterbildung Krems;2017;6802
Länder (inkl. deren Stiftungen und Einrichtungen);Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Weiterbildung Krems;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Veterinärmedizin;Universität für Bodenkultur Wien;2018;30812
Länder (inkl. deren Stiftungen und Einrichtungen);Veterinärmedizin;Universität für Bodenkultur Wien;2017;27349
Länder (inkl. deren Stiftungen und Einrichtungen);Veterinärmedizin;Universität für Bodenkultur Wien;2016;50844
Länder (inkl. deren Stiftungen und Einrichtungen);Veterinärmedizin;Veterinärmedizinische Universität Wien;2018;27790
Länder (inkl. deren Stiftungen und Einrichtungen);Veterinärmedizin;Veterinärmedizinische Universität Wien;2017;423439
Länder (inkl. deren Stiftungen und Einrichtungen);Veterinärmedizin;Veterinärmedizinische Universität Wien;2016;174609
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Universität Wien;2018;5006
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Universität Wien;2017;5665
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Universität Wien;2016;4231
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Technische Universität Wien;2018;59119
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Technische Universität Wien;2017;7675
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Technische Universität Wien;2016;14987
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Technische Universität Graz;2018;104
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Technische Universität Graz;2017;16
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Technische Universität Graz;2016;6983
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Montanuniversität Leoben;2018;0
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Montanuniversität Leoben;2017;20750
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Montanuniversität Leoben;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Universität für Bodenkultur Wien;2018;4900
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Universität für Bodenkultur Wien;2017;1024
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Universität für Bodenkultur Wien;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Universität Linz;2018;7656
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Universität Linz;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Werkstofftechnik;Universität Linz;2016;178563
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Wien;2018;57594
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Wien;2017;17894
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Wien;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Graz;2018;350575
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Graz;2017;50466
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Graz;2016;57996
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Innsbruck;2018;1008445
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Innsbruck;2017;724902
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Innsbruck;2016;561284
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Salzburg;2018;0
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Salzburg;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Salzburg;2016;833
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Technische Universität Wien;2018;21157
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Technische Universität Wien;2017;65947
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Technische Universität Wien;2016;121975
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Technische Universität Graz;2018;85
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Technische Universität Graz;2017;328
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Technische Universität Graz;2016;47640
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität für Bodenkultur Wien;2018;73311
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität für Bodenkultur Wien;2017;106876
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität für Bodenkultur Wien;2016;57923
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Wirtschaftsuniversität Wien;2018;132837
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Wirtschaftsuniversität Wien;2017;290115
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Wirtschaftsuniversität Wien;2016;145942
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Linz;2018;15739
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Linz;2017;7860
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Linz;2016;3000
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Klagenfurt;2018;128389
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Klagenfurt;2017;57668
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität Klagenfurt;2016;64947
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität für Weiterbildung Krems;2018;63000
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität für Weiterbildung Krems;2017;63000
Länder (inkl. deren Stiftungen und Einrichtungen);Wirtschaftswissenschaften;Universität für Weiterbildung Krems;2016;40000
Gemeinden und Gemeindeverbände (ohne Wien);Andere Agrarwissenschaften;Universität für Bodenkultur Wien;2018;4478
Gemeinden und Gemeindeverbände (ohne Wien);Andere Agrarwissenschaften;Universität für Bodenkultur Wien;2017;6893
Gemeinden und Gemeindeverbände (ohne Wien);Andere Agrarwissenschaften;Universität für Bodenkultur Wien;2016;1794
Gemeinden und Gemeindeverbände (ohne Wien);Andere Agrarwissenschaften;Universität Klagenfurt;2018;1667
Gemeinden und Gemeindeverbände (ohne Wien);Andere Agrarwissenschaften;Universität Klagenfurt;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Agrarwissenschaften;Universität Klagenfurt;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität Innsbruck;2018;10000
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität Innsbruck;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität Innsbruck;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Technische Universität Wien;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Technische Universität Wien;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Technische Universität Wien;2016;977
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Technische Universität Graz;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Technische Universität Graz;2017;307
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Technische Universität Graz;2016;10
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität für Bodenkultur Wien;2018;864
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität für Bodenkultur Wien;2017;715
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität für Bodenkultur Wien;2016;234
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität Klagenfurt;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität Klagenfurt;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität Klagenfurt;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität für Musik und darstellende Kunst Wien;2018;240
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität für Musik und darstellende Kunst Wien;2017;180
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität für Musik und darstellende Kunst Wien;2016;210
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität Mozarteum Salzburg;2018;27000
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität Mozarteum Salzburg;2017;26000
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität Mozarteum Salzburg;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität für Musik und darstellende Kunst Graz;2018;8073
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität für Musik und darstellende Kunst Graz;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität für Musik und darstellende Kunst Graz;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität für künstlerische und industrielle Gestaltung Linz;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität für künstlerische und industrielle Gestaltung Linz;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Geisteswissenschaften;Universität für künstlerische und industrielle Gestaltung Linz;2016;3244
Gemeinden und Gemeindeverbände (ohne Wien);Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Wien;2018;80000
Gemeinden und Gemeindeverbände (ohne Wien);Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Wien;2017;80000
Gemeinden und Gemeindeverbände (ohne Wien);Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Wien;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Graz;2018;4484
Gemeinden und Gemeindeverbände (ohne Wien);Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Graz;2017;3871
Gemeinden und Gemeindeverbände (ohne Wien);Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Graz;2016;2151
Gemeinden und Gemeindeverbände (ohne Wien);Andere Humanmedizin, Gesundheitswissenschaften;Universität für Bodenkultur Wien;2018;922
