funder;fos;university;year;funding
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;19017286
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2018;7078
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2017;364059
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2016;292674
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2018;604796
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2017;139933
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2016;149271
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2018;35792
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2017;23579
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2016;51876
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;537729
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;549740
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;408030
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2018;30582
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2017;1739
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2016;0
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;99449
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;102890
Unternehmen;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;332010
Unternehmen;MUSIK;Universität für Musik und darstellende Kunst Wien;2018;0
Unternehmen;MUSIK;Universität für Musik und darstellende Kunst Wien;2017;58805
Unternehmen;MUSIK;Universität für Musik und darstellende Kunst Wien;2016;3180
Unternehmen;MUSIK;Universität Mozarteum Salzburg;2018;90713
Unternehmen;MUSIK;Universität Mozarteum Salzburg;2017;13230
Unternehmen;MUSIK;Universität Mozarteum Salzburg;2016;26110
Unternehmen;MUSIK;Universität für Musik und darstellende Kunst Graz;2018;72631
Unternehmen;MUSIK;Universität für Musik und darstellende Kunst Graz;2017;69385
Unternehmen;MUSIK;Universität für Musik und darstellende Kunst Graz;2016;22540
Unternehmen;NATURWISSENSCHAFTEN;Universität Wien;2018;1318810
Unternehmen;NATURWISSENSCHAFTEN;Universität Wien;2017;1252268
Unternehmen;NATURWISSENSCHAFTEN;Universität Wien;2016;1600860
Unternehmen;NATURWISSENSCHAFTEN;Universität Graz;2018;1223375
Unternehmen;NATURWISSENSCHAFTEN;Universität Graz;2017;1273230
Unternehmen;NATURWISSENSCHAFTEN;Universität Graz;2016;932261
Unternehmen;NATURWISSENSCHAFTEN;Universität Innsbruck;2018;1682994
Unternehmen;NATURWISSENSCHAFTEN;Universität Innsbruck;2017;1517129
Unternehmen;NATURWISSENSCHAFTEN;Universität Innsbruck;2016;1505828
Unternehmen;NATURWISSENSCHAFTEN;Medizinische Universität Wien;2018;0
Unternehmen;NATURWISSENSCHAFTEN;Medizinische Universität Wien;2017;0
Unternehmen;NATURWISSENSCHAFTEN;Medizinische Universität Wien;2016;279038
Unternehmen;NATURWISSENSCHAFTEN;Medizinische Universität Graz;2018;238301
Unternehmen;NATURWISSENSCHAFTEN;Medizinische Universität Graz;2017;65055
Unternehmen;NATURWISSENSCHAFTEN;Medizinische Universität Graz;2016;17792
Unternehmen;NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;62423
Unternehmen;NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;48070
Unternehmen;NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;65560
Unternehmen;NATURWISSENSCHAFTEN;Universität Salzburg;2018;778354
Unternehmen;NATURWISSENSCHAFTEN;Universität Salzburg;2017;982639
Unternehmen;NATURWISSENSCHAFTEN;Universität Salzburg;2016;1328793
Unternehmen;NATURWISSENSCHAFTEN;Technische Universität Wien;2018;6012766
Unternehmen;NATURWISSENSCHAFTEN;Technische Universität Wien;2017;6096671
Unternehmen;NATURWISSENSCHAFTEN;Technische Universität Wien;2016;6903662
Unternehmen;NATURWISSENSCHAFTEN;Technische Universität Graz;2018;4047618
Unternehmen;NATURWISSENSCHAFTEN;Technische Universität Graz;2017;4010515
Unternehmen;NATURWISSENSCHAFTEN;Technische Universität Graz;2016;5382096
Unternehmen;NATURWISSENSCHAFTEN;Montanuniversität Leoben;2018;1739088
Unternehmen;NATURWISSENSCHAFTEN;Montanuniversität Leoben;2017;2291307
Unternehmen;NATURWISSENSCHAFTEN;Montanuniversität Leoben;2016;2134970
Unternehmen;NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;5510121
Unternehmen;NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;5874476
Unternehmen;NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;6752035
Unternehmen;NATURWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2018;675684
Unternehmen;NATURWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2017;142584
Unternehmen;NATURWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2016;483771
Unternehmen;NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2018;134811
Unternehmen;NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2017;0
Unternehmen;NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2016;0
Unternehmen;NATURWISSENSCHAFTEN;Universität Linz;2018;1710059
Unternehmen;NATURWISSENSCHAFTEN;Universität Linz;2017;2995903
Unternehmen;NATURWISSENSCHAFTEN;Universität Linz;2016;1753228
Unternehmen;NATURWISSENSCHAFTEN;Universität Klagenfurt;2018;1134629
Unternehmen;NATURWISSENSCHAFTEN;Universität Klagenfurt;2017;304206
Unternehmen;NATURWISSENSCHAFTEN;Universität Klagenfurt;2016;256944
Unternehmen;NATURWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2018;18320
Unternehmen;NATURWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2017;2015
Unternehmen;NATURWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2016;4209
Unternehmen;NATURWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2018;71995
Unternehmen;NATURWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2017;90557
Unternehmen;NATURWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2016;67970
Unternehmen;NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;100423
Unternehmen;NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;136844
Unternehmen;NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;239107
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Wien;2018;1424154
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Wien;2017;1310912
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Wien;2016;1201304
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Graz;2018;285749
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Graz;2017;312786
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Graz;2016;228407
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Innsbruck;2018;831053
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Innsbruck;2017;694136
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Innsbruck;2016;494474
Unternehmen;SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2018;4132
Unternehmen;SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2017;0
Unternehmen;SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2016;0
Unternehmen;SOZIALWISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;25387
Unternehmen;SOZIALWISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;33488
Unternehmen;SOZIALWISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;32910
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Salzburg;2018;320773
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Salzburg;2017;171152
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Salzburg;2016;108067
Unternehmen;SOZIALWISSENSCHAFTEN;Technische Universität Wien;2018;543049
Unternehmen;SOZIALWISSENSCHAFTEN;Technische Universität Wien;2017;911188
Unternehmen;SOZIALWISSENSCHAFTEN;Technische Universität Wien;2016;693407
Unternehmen;SOZIALWISSENSCHAFTEN;Technische Universität Graz;2018;354848
Unternehmen;SOZIALWISSENSCHAFTEN;Technische Universität Graz;2017;328421
Unternehmen;SOZIALWISSENSCHAFTEN;Technische Universität Graz;2016;427491
Unternehmen;SOZIALWISSENSCHAFTEN;Montanuniversität Leoben;2018;405210
Unternehmen;SOZIALWISSENSCHAFTEN;Montanuniversität Leoben;2017;224790
Unternehmen;SOZIALWISSENSCHAFTEN;Montanuniversität Leoben;2016;367998
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;1253522
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;1422118
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;989675
Unternehmen;SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2018;1247228
Unternehmen;SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2017;1660881
Unternehmen;SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2016;1311603
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Linz;2018;548477
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Linz;2017;427834
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Linz;2016;693900
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2018;129747
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2017;93564
Unternehmen;SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2016;212084
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2018;0
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2017;750
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2016;0
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2018;0
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2017;862
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2016;3477
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für künstlerische und industrielle Gestaltung Linz;2018;0
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für künstlerische und industrielle Gestaltung Linz;2017;0
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für künstlerische und industrielle Gestaltung Linz;2016;1300
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;24904
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;62605
Unternehmen;SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;127821
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Wien;2018;138381
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Wien;2017;150462
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Wien;2016;101302
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2018;2089480
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2017;1941385
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2016;854994
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Wien;2018;666357
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Wien;2017;561765
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Wien;2016;342432
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Graz;2018;70003
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Graz;2017;6531
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Graz;2016;1358
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;11425
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;8663
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;4052
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Salzburg;2018;0
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Salzburg;2017;0
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Salzburg;2016;56572
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2018;14933945
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2017;13406464
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2016;14600923
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2018;20271141
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2017;18658009
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2016;17745154
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Montanuniversität Leoben;2018;12140152
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Montanuniversität Leoben;2017;12570561
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Montanuniversität Leoben;2016;11062088
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;4695158
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;5234378
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;4800159
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Linz;2018;3967644
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Linz;2017;3581632
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Linz;2016;2832235
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2018;297070
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2017;225636
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2016;213042
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität für angewandte Kunst Wien;2018;0
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität für angewandte Kunst Wien;2017;0
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität für angewandte Kunst Wien;2016;24159
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2018;70495
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2017;90557
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2016;61855
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;164318
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;208814
Unternehmen;TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;107411
sonstige;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2018;25998
sonstige;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2017;51727
sonstige;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2016;37480
sonstige;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2018;205979
sonstige;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2017;158122
sonstige;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2016;153972
sonstige;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2018;400
sonstige;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2017;0
sonstige;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2016;4448
sonstige;BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2018;92252
sonstige;BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2017;128025
sonstige;BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2016;140896
sonstige;BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2018;168120
sonstige;BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2017;102106
sonstige;BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2016;5114
sonstige;BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2018;183635
sonstige;BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2017;77984
sonstige;BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2016;22980
sonstige;GEISTESWISSENSCHAFTEN;Universität Wien;2018;620525
sonstige;GEISTESWISSENSCHAFTEN;Universität Wien;2017;572498
sonstige;GEISTESWISSENSCHAFTEN;Universität Wien;2016;706282
sonstige;GEISTESWISSENSCHAFTEN;Universität Graz;2018;349667
sonstige;GEISTESWISSENSCHAFTEN;Universität Graz;2017;397628
sonstige;GEISTESWISSENSCHAFTEN;Universität Graz;2016;238368
sonstige;GEISTESWISSENSCHAFTEN;Universität Innsbruck;2018;12420
sonstige;GEISTESWISSENSCHAFTEN;Universität Innsbruck;2017;21923
sonstige;GEISTESWISSENSCHAFTEN;Universität Innsbruck;2016;3388
sonstige;GEISTESWISSENSCHAFTEN;Universität Salzburg;2018;562060
sonstige;GEISTESWISSENSCHAFTEN;Universität Salzburg;2017;1645052
sonstige;GEISTESWISSENSCHAFTEN;Universität Salzburg;2016;2304184
sonstige;GEISTESWISSENSCHAFTEN;Technische Universität Wien;2018;9937
sonstige;GEISTESWISSENSCHAFTEN;Technische Universität Wien;2017;15143
sonstige;GEISTESWISSENSCHAFTEN;Technische Universität Wien;2016;15328
sonstige;GEISTESWISSENSCHAFTEN;Technische Universität Graz;2018;3778
sonstige;GEISTESWISSENSCHAFTEN;Technische Universität Graz;2017;1206
sonstige;GEISTESWISSENSCHAFTEN;Technische Universität Graz;2016;0
sonstige;GEISTESWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2018;4560
sonstige;GEISTESWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2017;1140
sonstige;GEISTESWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2016;36870
sonstige;GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2018;0
sonstige;GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2017;0
sonstige;GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2016;19127
sonstige;GEISTESWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2018;5833
sonstige;GEISTESWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2017;697
sonstige;GEISTESWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2016;0
sonstige;GEISTESWISSENSCHAFTEN;Universität für künstlerische und industrielle Gestaltung Linz;2018;0
sonstige;GEISTESWISSENSCHAFTEN;Universität für künstlerische und industrielle Gestaltung Linz;2017;800
sonstige;GEISTESWISSENSCHAFTEN;Universität für künstlerische und industrielle Gestaltung Linz;2016;0
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Wien;2018;301842
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Wien;2017;191926
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Wien;2016;96449
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2018;35501
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2017;150942
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2016;26735
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2018;31802743
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2017;26984176
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2016;21471325
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2018;1962253
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2017;1959225
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2016;1817735
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;360684
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;479036
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;581673
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2018;144386
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2017;993457
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2016;845063
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2018;84679
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2017;10174
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2016;3600
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2018;3020
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2017;338
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2016;11096
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;1856
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;45334
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;2459
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2018;0
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2017;0
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2016;0
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;190995
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;189325
sonstige;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;0
sonstige;NATURWISSENSCHAFTEN;Universität Wien;2018;3996797
sonstige;NATURWISSENSCHAFTEN;Universität Wien;2017;2925945
sonstige;NATURWISSENSCHAFTEN;Universität Wien;2016;3221756
sonstige;NATURWISSENSCHAFTEN;Universität Graz;2018;217962
sonstige;NATURWISSENSCHAFTEN;Universität Graz;2017;171800
sonstige;NATURWISSENSCHAFTEN;Universität Graz;2016;356493
sonstige;NATURWISSENSCHAFTEN;Universität Innsbruck;2018;7639
sonstige;NATURWISSENSCHAFTEN;Universität Innsbruck;2017;1761
sonstige;NATURWISSENSCHAFTEN;Universität Innsbruck;2016;0
sonstige;NATURWISSENSCHAFTEN;Medizinische Universität Graz;2018;23464
sonstige;NATURWISSENSCHAFTEN;Medizinische Universität Graz;2017;8258
sonstige;NATURWISSENSCHAFTEN;Medizinische Universität Graz;2016;6253
sonstige;NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;877
sonstige;NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;3104
sonstige;NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;2986
sonstige;NATURWISSENSCHAFTEN;Universität Salzburg;2018;485673
sonstige;NATURWISSENSCHAFTEN;Universität Salzburg;2017;1497221
sonstige;NATURWISSENSCHAFTEN;Universität Salzburg;2016;620784
sonstige;NATURWISSENSCHAFTEN;Technische Universität Wien;2018;272673
sonstige;NATURWISSENSCHAFTEN;Technische Universität Wien;2017;502186
sonstige;NATURWISSENSCHAFTEN;Technische Universität Wien;2016;576645
sonstige;NATURWISSENSCHAFTEN;Technische Universität Graz;2018;283527
sonstige;NATURWISSENSCHAFTEN;Technische Universität Graz;2017;720669
sonstige;NATURWISSENSCHAFTEN;Technische Universität Graz;2016;413175
sonstige;NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;55914
sonstige;NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;39084
sonstige;NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;146918
sonstige;NATURWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2018;188812
sonstige;NATURWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2017;178118
sonstige;NATURWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2016;145743
sonstige;NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2018;171666
sonstige;NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2017;-12923
sonstige;NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2016;1666
sonstige;NATURWISSENSCHAFTEN;Universität Klagenfurt;2018;75270
sonstige;NATURWISSENSCHAFTEN;Universität Klagenfurt;2017;85339
sonstige;NATURWISSENSCHAFTEN;Universität Klagenfurt;2016;16161
sonstige;NATURWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2018;7932
sonstige;NATURWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2017;16175
sonstige;NATURWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2016;8020
sonstige;NATURWISSENSCHAFTEN;Akademie der bildenden Künste Wien;2018;14235
sonstige;NATURWISSENSCHAFTEN;Akademie der bildenden Künste Wien;2017;13817
sonstige;NATURWISSENSCHAFTEN;Akademie der bildenden Künste Wien;2016;25263
sonstige;NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;30000
sonstige;NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;20040
sonstige;NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;0
sonstige;SOZIALWISSENSCHAFTEN;Universität Wien;2018;643358
sonstige;SOZIALWISSENSCHAFTEN;Universität Wien;2017;1262215
sonstige;SOZIALWISSENSCHAFTEN;Universität Wien;2016;1194279
